id,name,anime_count,description
"5529","чёрно-белый","222","Часть или всё это аниме выполнено в чёрно-белом цвете, что типично для старых аниме, сделанных до ~1960 года. Некоторые современные аниме могут намеренно переключаться на чёрно-белый цвет для определённых сцен или эпизодов в качестве художественного эффекта."
"5993","чёрный юмор","220","Конечно, это смешно, но вам действительно не следует смеяться... Другими словами, это комедия, которая использует ситуации, над которыми хорошие люди не должны смеяться."
"5490","блэкджек","2","Блэкджек, также известный как двадцать одно, — самая широко распространённая азартная карточная игра в казино в мире. Блэкджек — это сравнительная карточная игра между игроком и дилером, что означает, что игроки соревнуются с дилером, но не друг с другом."
"2845","шантаж","267","В общем употреблении шантаж — это преступление, связанное с неоправданными угрозами в отношении человека или организации с целью получения выгоды, причинения вреда или материального ущерба, если требование не будет выполнено. Может считаться подобным вымогательству. Чаще всего шантаж включает угрозу разглашения тайны определённой третьей стороне или общественности. В аниме и связанных медиа шантаж также используется для принуждения... [далее]"
"2091","дирижабль","20","Дирижабль или управляемый аэростат — это тип аэростата или летательного аппарата легче воздуха, который может перемещаться по воздуху с помощью собственной двигательной установки. Аэростаты получают подъёмную силу от больших газовых мешков, заполненных подъёмным газом, который менее плотен, чем окружающий воздух."
"3896","бескровные раны","52","Независимо от того, какое оружие используется и как атакуют, ранят или убивают кого-то, крови не будет. Вы можете увидеть порванную одежду и дым, идущий из смертельных ран, но всё."
"2756","настольные игры","43","Здесь люди играют в настольные игры. Это может варьироваться от шахмат и го до ""Монополии"" и ""Подземелий и драконов""."
"5463","школа-интернат","42",""
"4113","обмен телами","58","Два или более персонажа меняются телами (или, что равнозначно, разумами)."
"155","телохранитель","14","Телохранитель — это тип охранника или сотрудника правоохранительных органов или солдат, который защищает человека или людей, обычно высокопоставленных государственных служащих, богатых людей и знаменитостей, от опасности: как правило, кражи, нападения, похищения, убийства, преследования, утечки конфиденциальной информации, угроз или других преступлений."
"8232","телесный ужас","3",""
"2983","разделение тела","31","Персонаж делит одно и то же тело с другой сущностью. Обычно это происходит из-за секретной/скрытой личности, связанной с ДНК/кровью, ритуалом, предметом или каким-то странным происшествием. Не путать с подменой тела."
"3663","захват тела","185","Тело человека захвачено каким-то чужеродным разумом. Это не зомбирование, потому что они всё ещё контролируют свой собственный разум — но это всё, что у них есть. Либо они стали наблюдателями в собственном теле, либо их душа была полностью вытеснена из тела. В любом случае, остальные скоро поймут, что он не в себе."
"2901","бондаж","517","Бондаж — это использование ограничений для сексуального удовольствия вовлечённых сторон. Он может использоваться сам по себе, как в случае верёвочного бондажа и бондажа груди, или как часть сексуальной активности или БДСМ-активности."
"3142","грудная пушка","4","Женский персонаж, использующий свою пышную грудь в качестве оружия, аналогичного пушке, пулемёту, ракетной установке или другому подобному устройству."
"2815","лицо в декольте","102","Лицо персонажа прижато к груди женщины. Это может быть случайностью или фактически намерением женского персонажа, или даже результатом действия другого персонажа. Это действие обычно рассматривается зрителями как сексуально заряженное и часто также персонажами, поэтому обычно происходит в эччи-контексте; таким образом, что-то вроде того, как мать обнимает своего ребёнка, обычно не считается."
"2828","на грани порно","185","Аниме считается находящимся на грани порно, когда не-порно аниме содержит контент, где, с одной стороны, физические взаимодействия и диалоги между персонажами могут быть крайне сексуальными без занятия реальным сексом, а с другой — происходит реальный секс, несмотря на то, что аниме не является порно."
"201","охотник за головами","83","Охотник за головами — это тот, кто выслеживает и захватывает цели (будь то люди, животные и т.д.) для денежного вознаграждения, желательно без убийства/уничтожения своей цели."
"5746","босодзоку","1","Босодзоку (""банды скоростной езды"") — это японская субкультура, связанная с мотоциклетными клубами и бандами. Типичный член босодзоку часто изображается в форме, состоящей из комбинезона, подобного тем, что носят рабочие, или токко-фуку, типа военного пальто с кандзи-лозунгами, обычно носимого расстёгнутым без рубашки, демонстрируя забинтованный торс и мешковатые шта... [далее]"
"6408","боулинг","16","Боулинг относится к серии видов спорта или досуга, в которых игрок катит или бросает шар для боулинга в цель."
"183","бокс","57","Бокс — это боевой вид спорта, в котором два человека, обычно в защитных перчатках, наносят удары друг другу в течение заранее установленного времени на боксёрском ринге."
"4440","мальчик встречает девочку","332","Классический тип сюжета в написании историй, где история начинается с того, что мальчик встречает девочку, что приводит к романтическому развитию между ними. Чаще всего мальчик позже теряет девочку и должен найти её снова."
"6019","промывание мозгов","248","Промывание мозгов, применение принудительных техник для изменения ценностей и убеждений, восприятия и суждений, а также последующих установок и поведения одного или нескольких людей, обычно в политических, финансовых, личных или религиозных целях. Жертва остаётся с промытыми мозгами. Часто фигурирует в тёмных аниме или порнографии."
"5593","ветвящийся сюжет","44","Весь сериал состоит из альтернативных историй, начинающихся в одной точке и расходящихся к разным концовкам. Это как обычная визуальная новелла / симулятор свиданий, где у вас есть разные варианты выбора, чтобы встретить разных девушек."
"2813","Бразилия","9","Бразилия — самая большая страна в Южной Америке и Латинской Америке, пятая по площади и населению страна в мире и самая большая португалоязычная страна. На востоке омывается Атлантическим океаном, граничит с большинством других стран Южной Америки и покрывает 47,3% площади континента. Её экономика является девятой по величине в мире по состоянию на 2015 год. Бразилия — региональная держава в Латинской Ам... [далее]"
"3854","увеличение груди","29","Когда грудь увеличивается в размерах прямо на глазах у зрителей! Грудь будет медленно расти, либо растягивая одежду до предела, либо полностью вырываясь наружу!"
"1363","ощупывание груди","521","Ощупывание груди — это акт прикосновения, хватания или ласкания груди человека, обычно женской."
"5871","дыхание в космосе","20","Оказались в космосе без кислородного баллона? Не проблема! Дышать в вакууме космоса так же легко, как и на Земле, особенно если вы супергерой или каким-то образом способны покинуть атмосферу самостоятельно."
"3874","мосточки","20","Термин и английское прозвище, описывающее привлекательных девушек, которые управляют различными функциями на мостике корабля/звёздолёта. Хотя он возник в отношении персонажей из ""Макросса"", среди японских фанатов он не используется."
"3852","Яркая пощёчина","35","Вы командир космического корабля, лидер фракции или команды, и ваш лучший пилот меха перестаёт сражаться и становится всё более истеричным и тоскливым, в то время как враг может нанести удар в любой момент. Что вы собираетесь делать? Вы даёте ему пощёчину или бьёте кулаком, желательно по лицу, и возвращаете его в чувство, произнося героическую речь, которая превратила бы любого слабака в человека судьбы."
"4192","трансляция обрезана до 4:3","30","Хотя это аниме было создано в соотношении сторон 16:9 (широкоэкранное), все его японские телевизионные трансляции были обрезаны до 4:3 (полноэкранное). Оно стало доступным в 16:9 только при релизе на DVD/BD. Примечание: Этот тег НЕ применяется к сериалам, которые изначально транслировались в 4:3, а в 16:9 — несколько недель спустя, такие как ""Кланнад"", ""Асу но Ёичи!"", ""K-On!"" и т.д. Для них используйте ""Задержанная трансляция в 16:9""."
"5956","разрушенная дружба","45","Для разрушенной дружбы необходима группа из трёх друзей, разрыв может быть вызван предательством или смертью, также возможен любовный треугольник. Призрак старой дружбы будет причиной многих флешбэков и воспоминаний. Страшная встреча лицом к лицу может стать крупным событием или просто использоваться как сюжетный приём."
"2484","метла","4","Бытовой инструмент с волокнами, связанными на конце длинной ручки, используемый для подметания. Метелки часто ассоциируются с ведьмами, которые используют их для полёта."
"2739","инцест брат-сестра","190","Аморальные или незаконные сексуальные отношения между двумя братом и сестрой."
"3363","буддизм","109","В аниме фигурирует религия буддизм."
"2914","буккакэ","127","Буккакэ — это групповая сексуальная практика, при которой группа мужчин эякулирует на женщину."
"2621","замедленное время","77","""Замедленное время"" (bullet time) относится к симуляции переменной скорости (т.е. замедленной съёмки, ускоренной съёмки, …) и характеризуется как крайним преобразованием времени и пространства для показа обычно незаметных и неснимаемых событий, таких как летящие пули. Самая известная сцена с использованием этой техники — Нео уворачивается от пуль в фильме ""Матрица""."
"3741","травля","265","Травля — это использование силы, угрозы или принуждения для оскорбления, запугивания или агрессивного доминирования над другими. Тот, кто занимается травлей, известен как хулиган."
"5705","искажённые иностранные языки","31","В этом аниме некоторые персонажи ""говорят"" на иностранных языках, успешно заставляя уши зрителей кровоточить. Это особенно верно, если зритель является носителем или иначе хорошо владеет языками, о которых идёт речь. Иностранцы в шоу, кажется, не обращают особого внимания на то, что их предполагаемые родные языки избиваются. Фактически, часто они также активно участвуют... [далее]"
"2617","выкрикивание названий атак","806","Если вы можете сделать что-то более впечатляющее, чем просто нанести удар, ваша(и) атака(и) должны иметь столь же впечатляющее название. Более того, вы должны выкрикивать его, запуская атаку. Неважно, является ли это приёмом боевых искусств, магическим заклинанием или вашим секретным супероружием, если вы не можете назвать его имя, оно просто не так круто или эффективно."
"5954","кричать имя","292","""ТЭЦУОООО!!"" ""КАНЭДАААА!!"" ""ТАМАХОМИИИ!!"" ""МИАКААА!!"" Чувства любого рода к другим персонажам лучше всего показывать, выкрикивая имена друг друга, громко, ОЧЕНЬ ГРОМКО. Для большего эффекта как минимум дважды или трижды. Для влюблённых пар и смертельных врагов обязательно бежать навстречу друг другу, выкрикивая имена, не замечая окружения."
"2814","Канада","20","Канада — страна, расположенная в северной части Северной Америки. Её десять провинций и три территории простираются от Атлантического океана до Тихого и на север до Северного Ледовитого океана. Канада слабо заселена, большая часть её территории покрыта лесами, тундрой и Скалистыми горами. Её столица — Оттава, а три крупнейшие городские агломерации — Торонто, Монреаль и Ванкувер."
"3489","автопогони","119","Автопогони происходят как часть действия в этом аниме."
"6191","карточные игры","89","Карточная игра — это любая игра, в которой в качестве основного устройства используются игральные карты, будь то традиционные или специфичные для игры."
"4090","сердечно-лёгочная реанимация","12","СЛР — это экстренная процедура, сочетающая компрессию грудной клетки, часто с искусственной вентиляцией лёгких, для ручного поддержания функции мозга до тех пор, пока не будут приняты дальнейшие меры для восстановления спонтанного кровообращения и дыхания у человека с остановкой сердца. Она включает не менее 100–120 компрессий грудной клетки в минуту и может включать искусственную вентиляцию лёгких, часто посредством дыхания рот в рот. В целом... [далее]"
"1759","беззаботный","25","Беззаботный человек свободен от забот, тревог или волнений. Это не обязательно означает, что у него нет обязанностей или он халатно к ним относится; он просто способен проживать свою жизнь в спокойствии, независимо от происходящего."
"5900","казино","13","Казино — это заведение, в котором размещаются и осуществляются определённые виды азартных игр. Казино чаще всего строятся рядом или в сочетании с отелями, ресторанами, торговыми центрами, круизными лайнерами и другими туристическими достопримечательностями. Некоторые казино известны проведением живых развлекательных мероприятий, таких как стендап-комедия, концерты и спортивные мероприятия. (Источник: Википедия)"
"4503","потерпевший кораблекрушение","12","Персонажи этого произведения оказались на острове, изолированном от остального мира. Вероятно, это произошло из-за того, что их транспортное судно потерпело неудачу возле этого острова, чаще всего во время шторма. Несмотря на то, что ранее они использовали продукты современных технологий, они остаются без таких ресурсов, фактически живя в неком каменном веке."
"4218","без актёров","48","Шоу без актёров — это шоу без персонажей или разговорных диалогов из любого источника. Это не включает закадровый голос; шоу, соответствующее предыдущим требованиям, но имеющее рассказчика, всё равно считается шоу без актёров. Кроме того, шоу, в котором есть только ""персонажи"", эквивалентные фоновой декорации, должно считаться шоу без актёров; пожалуйста, спрашивайте, прежде чем добавлять или удалять тег из шоу, которые могут соответствовать этой характеристике."
"7360","замок","33",""
"5939","В РОЛИКАХ ОТСУТСТВУЮТ","2034","Важные персонажи отсутствуют, частично или полностью. Это включает базовую информацию (имя, пол, изображение), диапазон эпизодов появления, сэйю и/или теги."
"3108","катастрофические гаджеты","35","Комедийный элемент: один из персонажей аниме склонен ""изобретать"", ""создавать"" или ""вызывать к существованию"" всевозможные дурацкие гаджеты. Цель — помочь другим протагонистам каким-то образом. Только вот это каждый раз заканчивается катастрофой."
"6137","коронная фраза","117","Коронная фраза — это звук, слово или фраза, часто используемые человеком. Это может происходить просто по привычке или в попытке создать определённый образ, например, миловидности. В художественных произведениях персонажи часто используют коронные фразы как способ передачи определённых черт личности."
"2664","католическая школа","23","Действие этого аниме происходит в школе, управляемой монахинями и/или священниками Римской церкви. Религиозное обучение может быть неотъемлемой частью сюжета. Религиозные иконы — особенно кресты и распятия — обычно заметны."
"2558","кошачий человек","68","Кошачий человек — это гуманоид с характеристиками кошки, чаще всего ушами, лапами или хвостом."
"3375","сел-шейдинг анимация","18","Сел-шейдинг (часто ошибочно пишется как 'cell shading') или тунинг — это тип нефотореалистичного рендеринга, предназначенный для того, чтобы трёхмерная компьютерная графика выглядела плоской. Сел-шейдинг часто используется для имитации стиля комикса или мультфильма. Он появился сравнительно недавно, примерно с начала XXI века. Название происходит от целлулоида, прозрачных листов ацетата... [далее]"
"4352","цензурированная нецензурированная версия","62","Даже релизы на DVD и Blu-ray не позволяют увидеть всё, что вы ожидали. Обычно это относится к фан-сервису, но также может относиться к жестокости и насилию. Очень распространённый пример — персонажи без сосков; в других случаях что-то вроде пара или пены остаётся на пути камеры. В некоторых шоу цензура в релизах на дисках даже сильнее, чем в телевизионной версии. Это... [далее]"
"6389","cervix penetration","56","The cervix/womb of a female is visibly penetrated. Very likely invoked in conjunction with the internal shots tag."
"7252","CG collection","26","CG collection is a collection of illustrations, usually fully coloured and mostly linked to adult content. They are similar to erotic games, as they have a story and repeat an image with changes in dialogue and/or small changes in the drawing, but are otherwise not a game. They can also have speech bubbles and use multiple panels like a manga."
"4064","CGI","934","Computer-generated imagery (CGI) or computer animation is the art of creating moving images via the use of computers. Increasingly it is created by means of 3D computer graphics, though 2D computer graphics are still widely used for stylistic, low bandwidth, and faster real-time rendering needs."
"2145","chain","10",""
"3809","character driven","368","The main appeal of the show is the way the characters are portrayed and interact, focusing on dialogue, spending time together or getting to know each other. These anime are not ""story-less"" but story is secondary to character development and the characters themselves and what they experience."
"2487","charismatic","15","Charisma is a compelling attractiveness or charm that can inspire devotion in others."
"3887","cheating","28","Cheating is an act of lying, deception, fraud, trickery, imposture, or imposition. Cheating characteristically is employed to create an unfair advantage, usually in one's own interest, and often at the expense of others. Cheating implies the breaking of rules.  Note: In the game of Mahjong you HAVE to cheat to win."
"6718","cheerleading","8","Cheerleading is a physical activity, sometimes a competitive sport, based on organised routines, which contain the components of tumbling, dance, jumps, cheers, and stunting to direct spectators of events to cheer on sports teams at games or to participate in competitions."
"6327","chemical weapons","11","A chemical weapon is a device that uses chemicals formulated to inflict death or harm on human beings. The term may also be applied to any toxic chemical or its precursor that can cause death or harm through its chemical action. Munitions or other delivery devices for chemical weapons are also considered weapons themselves. In spite of a legally binding, worldwide ban on the production, stockpilin... [more]"
"2917","chess","20","Chess is a game for two players. It is played on a square board, made of 64 smaller squares, with eight squares on each side. Each player starts with sixteen pieces (eight pawns, two each of knights, bishops, and rooks, and one king and queen). One player's pieces are a light color, he is called ""White"", and the other player's pieces are a dark color, he is called ""Black""."
"7679","Chiba","7","Chiba is a prefecture of Japan located on the island of Honshu. The capital is the city of Chiba."
"3020","chibi ED","48","Some or all of the endings feature chibi versions of the characters."
"5119","Chicago","3","Chicago, officially the City of Chicago, is the third-most populous city in the United States. It is the county seat of Cook County. The Chicago metropolitan area, often referred to as Chicagoland, has nearly 10 million people and is the third-largest in the United States. Chicago has often been called a global architecture capital and is considered one of the most important business centers in the world."
"1306","chikan","64","Chikan refers specifically to molestation in a public setting. Most commonly, this is depicted on a form of public transportation, such as a train or subway."
"3915","child abuse","158","Story depicts child abuse, which is a very complex and dangerous set of problems that include child neglect and the physical, emotional, and sexual abuse of children."
"5881","childhood memory","55","The childhood memory of one of the protagonists plays an important part as plot device in this anime."
"4246","childhood promise","102","Sweet childhood promises... who remembers them other than the Japanese anime characters?  It keeps the main characters obsessed with promises that they made when they were children, mostly related to love, with lines like ""I will always protect you"" or ""I will marry you when we grow up""."
"4712","childhood ties","31","At least two of the characters share a childhood experience together that plays a part in the plot of the anime. The experience can be anything that ties them together, be it a memory, friendship, promise, tragedy, etc. Something happened to them in their childhood which binds them in a way that is unique."
"5617","childhood town","11","The protagonist returns to his/her childhood town after a significant period of absence. As one would expect, some things stayed the same, and some do not.  Usually this involves a fair amount of amnesia on the protagonist's part, and his/her attempts to remember a childhood friend/promise/memory."
"4491","children of destiny","27","In case of nearing doomsday leave all the military equipment to kids — they will save the day. Rejoice!"
"1955","child soldier","95","Untrained and as yet immature, children are expediently thrust into the role of warriors to protect god, king, and country. Not having even finished school, they are inexplicably designated to elite status or roles, typically requiring months of training and years of experience. All the more so with ""experimental"" equipment or weapons of mass destruction."
"6402","Chile","3","Chile is a South American country occupying a long, narrow strip of land between the Andes to the east and the Pacific Ocean to the west. It borders Peru to the north, Bolivia to the northeast, Argentina to the east, and the Drake Passage in the far south. Chilean territory includes the Pacific islands of Juan Fernández, Salas y Gómez, Desventuradas, and Easter Island in Oceania. Chile also claims... [more]"
"2674","China","177","China, officially the People's Republic of China (PRC), is a unitary sovereign state in East Asia and the world's most populous country. It is the third- or fourth-largest country by total area, depending on the source consulted. China also has the most neighbor countries in the world. Governed by the Communist Party of China, it exercises jurisdiction over 22 provinces, 5 autonomous regions, 4 di... [more]"
"6351","Chinese mythology","50","The anime is derived or draws elements from the Chinese mythology, and as such features some mythological characteristics of Ancient China."
"6152","Chinese production","1331",""
"4409","Chinese zodiac","10","The Chinese zodiac is a 12 year long cycle in which each year corresponds to an animal."
"7775","choose your route","6","Further expanding on the branching story concept, a ""choose your route"" anime allows the viewer to choose how the story progresses, similar to a visual novel / dating sim], by selectively watching the various episodes that have been released for the anime."
"4302","Christianity","81","Christianity is a monotheistic religion based on the life and teachings of Jesus of Nazareth as presented in the New Testament. Christians believe Jesus is the son of God, God having become man and the saviour of humanity. Christians, therefore, commonly refer to Jesus as Christ or Messiah."
"2880","Christmas","47","This anime is about Christmas or has an episode relating to Christmas, often including the decoration of the Christmas tree, the shopping for and the handing out of presents, and an extra special opulent dinner (a Christmas party). No Christmas is complete without the falling of snow — for those romantic moments."
"6374","Cinderella","3","Cinderella is a folk tale embodying a myth-element of unjust oppression and triumphant reward, with thousands of variants known throughout the world. The defining characteristic of the tale is the title character, a young woman living in unfortunate circumstances that are suddenly changed to remarkable fortune."
"4421","circus","27","A circus is a company of performers that may include clowns, acrobats, trained animals, trapeze acts, musicians, hoopers, tightrope walkers, jugglers, unicyclists and other object manipulation and stunt-oriented artists. The term also describes the performance which has followed various formats through its 250 year modern history."
"3374","civil war","67",""
"5917","classical music","70","Anime tagged have classical music as a central theme."
"4171","claymation","28","Short for clay animation."
"3580","cliffhanger ending","48",""
"7797","climbing","3","Climbing is the activity of using one's hands, feet, or any other part of the body to ascend a steep topographical object. It is done for locomotion, recreation and competition, and within trades that rely on ascension; such as emergency rescue and military operations. It is done indoors and out, on natural and man-made structures."
"509","clone","41","This character is grown from a single somatic cell or cell nucleus and genetically identical to it."
"569","clumsy","59","A clumsy person is one lacking in coordination, and as such prone to often having accidents such as tripping, bumping into objects, or dropping things. In female characters, this is often thought of as endearing."
"7251","cockring","18","A cock ring is a ring worn around the penis, usually at the base. The primary purpose of wearing a cock ring is to restrict the flow of blood from the erect penis in order to produce a stronger erection or to maintain an erection for a longer period of time. Genital adornment is another purpose, as is repositioning the genitals to provide an enhanced appearance."
"7884","coitus interruptus","5",""
"6745","Cold War","5","The Cold War was a state of political and military tension after World War II between powers in the Western Bloc (the United States and its allies) and powers in the Soviet Bloc (the Soviet Union and its allies). In fiction, the Cold War between the USA and the Soviet Union is sometimes featured in ""what if"" scenarios that take place in the future or alternative present."
"2618","collateral damage","783","The usually action orientated anime does not only show large amounts of combat and weapon use, but also the incidental massive destruction of property, often due to the inability of the protagonists to aim properly.  Example: Mecha duking it out in a densely populated urban area."
"5530","colony dome","16","A space colony with a dome to provide an atmospheric environment."
"4729","colour coded","204","Every single character on the main cast has a unique hair colour to help less perceptive viewers distiguish between them."
"2751","combat","122","Combat involves a violent conflict with the goal to establish dominance over an opponent."
"5820","combat butler -- DO NOT ADD -- TO BE SPLIT AND DELETED","8","This tag is meant to be deleted. Please DO NOT add it to further anime. Please tag the relevant characters ""butler"" and whatever combat- or martial arts-related tag is appropriate. For the already tagged anime, please tag the relevant characters, and then remove this tag from the related anime. Thank you."
"2853","comedy","4429","Anime whose central struggle causes hilarious results. These stories are built upon funny characters, situations and events. A comedy anime is laced with humour and sets out to provoke laughter from the audience.  Japanese humour can be a bit strange to westerners, so if you're new to this type of humour, just bear with it; it'll most likely grow on you if you're a fan of other kinds of comedy."
"7134","ComicFesta Anime Zone","39","ComicFesta Anime Zone, is the anime distribution website for ComicFesta. ComicFesta is an electronic comic distribution site operated by WWWave Corporation (株式会社ウェイブ), with many original works (including doujin) posted directly by their publishers.ComicFesta Anime Zone contains several original work and doujin teen and adult love anime. The full, uncensored versions are distributed on ... [more]"
"2888","coming of age","1091","In the strict sense the Coming of age describes a young person's transition from adolescence to adulthood. In anime the term is used in a more general sense where the protagonists have to face a challenge, make an important decision in their life, take on responsibility, or learn a lesson, and by overcoming these obstacles they reach a higher level of maturity."
"4610","commercial","53","This title is used to sell and/or promote a real-life product or service. Not to be confused with ""product placement"" or ""subliminal advertising"" — this features *direct* promotion for such element.  Depending on the setting, some could even be considered as ""animated infomercials""."
"4477","communication with the dead","24","This character is able of some manner of communication with the dead, or at least with one dead person. This includes talking to the dead, seeing the dead, outright mediumship, or any form of unidirectional or bidirectional form of communication that ordinary characters are not generally able to achieve. This does not apply in environments where characters are expected to be dead, or where nobody is alive to begin with."
"3863","competition","257","Some sort of confrontation occurs in this show. The protagonists ""duke it out"" via various competitions."
"7147","competitive beach volleyball","2","Beach volleyball is a team sport played by two teams of two players on a sand court divided by a net. Use the beach volleyball episode tag instead when the beach volleyball game is a one-off event, such as during a beach or pool visit."
"5546","complete manga adaptation","9","Anime ends, then manga ends"
"3323","computer","13","A device, usually electronic, that processes data according to a set of instructions."
"5077","computer geek","5","A person (mostly male), who is obsessed with computers."
"6318","concentration camp","11",""
"8086","condom","1",""
"2788","confession","103","Someone confesses his/her love to someone else."
"2878","conspiracy","560","The conspiracy thriller (or paranoid thriller) is a sub-genre of the thriller which flourished in the 1970s in the US (and was echoed in other parts of the world) in the wake of a number of high-profile scandals and controversies (most notably Vietnam, the assassination of President Kennedy, Chappaquiddick and Watergate), and which exposed what many people regarded as the clandestine machinations ... [more]"
"2648","contemporary fantasy","948","Magic and supernatural beings exist secretly in what is generally regarded as the real world. Such elements may have originated from another world. Stories where a modern-day character travels to an alternate fantasy world are not considered contemporary fantasy."
"4202","contraband","47","The anime includes depiction of smuggling or smuggled goods."
"428","contractor","52",""
"1973","cooking","475","Cooking is the process of preparing food by using heat."
"3233","cooking curry","12","Japanese curry, usually eaten as curry rice, and often pickled vegetables, served on the same plate and eaten with a spoon, is one of the most popular dishes in Japan, where people eat it 125 times a year according to a survey made in 2005.  As such Japanese series will often devote a whole episode to the characters cooking and eating curry dishes."
"1843","corporation","13","A corporation is a legal entity that is created under the laws of a state designed to establish the entity as a separate legal entity having its own privileges and liabilities distinct from those of its members."
"1656","corrupt","33","The character is spiritually or morally impure and may accept payment or other benefits for services or material which the recipient is not due, under law."
"4271","corrupt church","56","An official religion (not cult or sect) has become evil or was evil to begin with, and tends to be highly influential with political leaders, to strengthen / enforce the church's power over the people."
"7402","corrupt nobility","95","The nobility is characterized by decadence, sadism, and contempt towards the baseborn."
"5807","cosmic reset","36","All events that occurred up to a certain point are mysteriously undone, as if the Universe pressed a rewind button."
"2056","cosplaying","265","This character likes to cosplay."
"42","costumes","7",""
"2634","countryside","346","The anime takes place far from the any densely populated areas like cities, i.e. out in the suburbs, in the countryside with many fields and forests."
"3958","coup d`etat","56","A coup d'état (/ˌkuːdeɪˈtɑː/; French: blow of state; plural: coups d'état), also known as a coup, a putsch, or an overthrow, is the sudden and illegal seizure of a government, usually instigated by a small group of the existing state establishment to depose the established government and replace it with a new ruling body. A coup d'état is considered successful when the usurpers establish their dominance. If a coup fails, a civil war may ensue."
"4397","court politics","61","Court politics are the power struggles internal to the retinue of sovereign rulers, nobles, and other persons of similar social stature, generally in monarchical contexts."
"6757","courtroom drama","5","A courtroom drama uses the proceedings of a trial, court case, or other legal proceedings as the main element of the plot. The story generally takes place in a court of law, and the key characters are the defendant, the lawyers for prosecution and defence, judge, and jurors, and witnesses. There may be significant action outside the courtroom as the defence and prosecution chase witnesses or gather evidence."
"3368","covert operations","20",""
"3947","cram school","12","Cram schools (""juku"" in Japan) are specialized schools that train their students to meet particular goals, most commonly to pass the entrance examinations of high schools or universities. The English name is derived from the slang term ""cramming"", meaning to study hard or to study a large amount of material in a short period of time. (Source: Wikipedia)"
"5293","crash landing","34",""
"2705","creampie","956","The act of a man ejaculating inside a girl's vagina, leaving the semen oozing out of her."
"5455","creepy laugh","35","At least one character in the show inexplicably and repetitively seems to have the urgent need to laugh in a creepy, loud and usually very annoying way.  For male bad guys this seems to be a must, but some of the uppity (rich) female characters use the laugh as part of their condescending attitude as well."
"2872","crime","825","The underworld we talk about here is not to be confused with the place where people are believed to go after they die, but the general term for organized crime. It is a shady world, unknown to most people, where illegal things like murder, smuggling, drug dealing and similar are happening daily. Groups known to be acting in this world are for example the mafia or the yakuza."
"596","crime syndicate","28","An organization run by criminals for the purpose of illegal activity."
"1616","crippled","8","A person that is partially or totally unable to use one or more limbs, for example a lame."
"2565","cross-dressing","341","This character sometimes wears clothes traditionally worn by and associated with the opposite sex.  Cross-dressers often hide their cross-dressing identity for a long period of time and thus tend to become adept in accurately portraying the opposite sex in terms of voice, movement, behaviour, temperament, etc."
"4236","crossover episode","7","Usually refers to the fact that one or more characters on this title come from other separate titles — often from series by the same creator/studio. Something like a ""guest star"", but in a more important role."
"6358","crowdfunded","19","This anime was funded, at least partially, through a campaign on a crowdfunding website."
"7131","Crunchyroll Anime Awards","17","Crunchyroll Anime Awards are annual awards given to recognize anime from the previous year. The awards were first held in January 2017. The judges create a short list in different categories and public votes for the winners are held online."
"389","crybaby","20","Someone whose feelings are very easily hurt, often by trivial matters."
"7438","cultivation","47","Cultivation is a Taoist concept that describes extending one's lifespan through the practice of martial and mystical arts with the goal of cultivating qi/chi, spiritual life force. Cultivation is a common theme in both Wuxia and Xianxia stories"
"7851","cultivation school","2",""
"4131","cultural references","152","The plot of this anime shows signs of cultural references, these are often jokes that make reference to a certain custom, habit or history that is specifically attributed to that culture. Knowledge of the culture itself is needed in order to properly understand these jokes."
"2704","cum play","205","Fetish of sorts where the focus is of the semen that is ejaculated. This can include snowballing, drinking copious amounts of semen, eating it off food, using it to brush one's teeth, acting as a urinal for semen, gargling it, rinsing one's mouth with it, or any other act where semen is involved that does not have to do with fertilization of an egg.This should not be used if one cannot... [more]"
"2913","cum swapping","18","Sharing is caring!"
"2918","cunnilingus","804","Cunnilingus is an oral sex act performed on a female. It involves the use by a sex partner of the mouth, lips and tongue to stimulate the female's clitoris and vulva. A female may receive cunnilingus as part of foreplay before sexual intercourse, or the sex partner may proceed until the female reaches orgasm.  The term is derived from the Latin words for the vulva (cunnus) and tongue (lingua)."
"5585","curse","178","A ""curse"" in this manner depicts an adversity placed upon a person or object by a supernatural power often represented by unique designs and symbols found on the inflicted. While not all curses have negative effects, the majority are meant to remain forever hexing to the receiving victim's soul."
"4138","cute but deadly","15","Don't be fooled — the more you stare at those precious girls, the likelier you will end up six feet under.  Just like watching a solar eclipse without a protective glass, it's not a good idea to stay near of those cuties — it's all smoke and mirrors."
"7146","cute girls doing cute things","133","Cute girls doing cute things with each other (CGDCT): when girls are super friendly with each other and do all sorts of cute/moe things with each other, but there is no yuri or shoujo ai subtext -- more specifically, there is no romantic subtext. CGDCT is often mistaken as low level yuri or shoujo ai. If there is also actual romantic subtext, use the yuri (18+) and shoujo ai tags as well, they are not mutually exclusive."
"2973","cute monster","23","Cute monster refers to animal soldiers."
"7412","cutout animation","9","Cutout animation is a form of stop-motion animation using flat characters, props and backgrounds cut from materials such as paper, card, stiff fabric or even photographs."
"2861","киберпанк","206","Киберпанк фокусируется на компьютерах или информационных технологиях, обычно в сочетании с определенной степенью разрушения общественного порядка. Сюжет часто вращается вокруг конфликта между хакерами, искусственным интеллектом и мегакорпорациями, действие, как правило, происходит в дистопической Земле ближайшего будущего."
